,ASIN,product_name,seller,seller_link,seller2,seller_link2,batteries,batteries_required?,date_first_available,discontinued_by_mfg,item_model_number,package_dimensions,product_dimensions,freq_bought,freq_bought_link,link_to_all_reviews
36,B072M34RQC ,"HP VH240a 23.8-Inch Full HD 1080p IPS LED Monitor with Built-In Speakers and VESA Mounting, Rotating Portrait & Landscape, Tilt, and HDMI & VGA Ports (1KL30AA) - Black",,,Visit the HP Store,/stores/HP/page/5BA42671-3E42-4AEB-B9E4-272F10DD0121?ref_=ast_bln,,,"July 9, 2017",No,VH240A,,8.6 x 21.2 x 19.7 inches,,,/HP-23-8-inch-Adjustment-Speakers-VH240a/product-reviews/B072M34RQC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
37,B015WCV70W ,"HP Pavilion 22cwa 21.5-Inch Full HD 1080p IPS LED Monitor, Tilt, VGA and HDMI (T4Q59AA) - Black",MicroUnion,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A281V1RURT86E2&isAmazonFulfilled=1,Visit the HP Store,/stores/HP/page/5BA42671-3E42-4AEB-B9E4-272F10DD0121?ref_=ast_bln,,,"October 11, 2015",No,22cwa,,6.73 x 19.65 x 15.16 inches,,,/HP-Pavilion-21-5-Inch-Monitor-22cwa/product-reviews/B015WCV70W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
38,B08DJB7VVY ,HP M27ha FHD Monitor - Full HD Monitor (1920 x 1080p) - IPS Panel and Built-in Audio - VESA Compatible 27-inch Monitor Designed for Comfortable Viewing with Height and Pivot Adjustment - (22H94AA#ABA),Telessentials,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3TC1YSN5W5AL3&isAmazonFulfilled=1,Visit the HP Store,/stores/HP/page/5BA42671-3E42-4AEB-B9E4-272F10DD0121?ref_=ast_bln,,,"September 6, 2020",,M27ha,,8.33 x 20.05 x 24.41 inches,,,
39,B07PDHSVSW ,LG 32ML600M-B 32” Inch Full HD IPS LED Monitor with HDR 10 - Black,,,Visit the LG Store,/stores/LG+Electronics/page/E8585304-4D77-4965-9D22-B5F2CF409E38?ref_=ast_bln,,,"March 1, 2019",,32ML600M-B,,28.7 x 8.2 x 20.2 inches,,,/LG-32ML600M-B-Inch-Full-Monitor/product-reviews/B07PDHSVSW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
40,B07CS3JB5K ,"SAMSUNG LC34J791WTNXZA 34-Inch CJ791 Ultrawide Curved Gaming Monitor, White",Safe 'N Quick,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3CYTIH19FT9YG&isAmazonFulfilled=1,Visit the SAMSUNG Store,/stores/Samsung%C2%AE/page/F50AFABA-4CDE-4A95-84D0-CA4C61819FEB?ref_=ast_bln,,,"April 27, 2018",No,LC34J791WTNXZA,,31.83 x 20.3 x 12.2 inches,,,/Samsung-CJ791-Thunderbolt-Curved-Monitor/product-reviews/B07CS3JB5K/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
41,B0199W9UMS ,HP Pavilion 27xw 27-Inch Full HD 1080p IPS LED Monitor with VGA and HDMI Ports (V0N26AA#ABA) - White & Silver,Blue Plus One,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2UUG1VCCCBF2J&isAmazonFulfilled=1,Visit the HP Store,/stores/HP/page/5BA42671-3E42-4AEB-B9E4-272F10DD0121?ref_=ast_bln,,,"January 3, 2016",No,27xw,,6.5 x 24.51 x 17.9 inches,,,/HP-Pavilion-27-inch-Backlight-27xw/product-reviews/B0199W9UMS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
42,B087QRW81Z ,"Sceptre IPS 24-Inch Business Computer Monitor 1080p 75Hz with HDMI VGA Build-in Speakers, Machine Black (E248W-FPT)",,,Visit the Sceptre Store,/stores/Sceptre+Inc./page/ACF6E09F-2DD3-41A9-AB26-0C549BB6EC35?ref_=ast_bln,,,"May 1, 2020",,E248W-FPT,,21.25 x 7.03 x 15.53 inches,,,/Sceptre-Business-Computer-Speakers-E248W-FPT/product-reviews/B087QRW81Z/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
43,B08S2RFRHY ,LG 24ML600M-B 24” Full HD IPS with 3-Side Virtually Borderless Monitor with Dual HDMI - Black,,,Visit the LG Store,/stores/LG+Electronics/page/E8585304-4D77-4965-9D22-B5F2CF409E38?ref_=ast_bln,,,"January 1, 2020",,24ML600M-B,,21.2 x 7.2 x 16.4 inches,,,
44,B08MPDX2G5 ,Comix Monitor Stand Riser with 2-Layer Organizer Drawer – Metal Screen Displayer Stand with Double Drawers for Home and Office Desktop Management (Dark Brown B2525),Comix Group,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A28ZKYI2GX8H30&isAmazonFulfilled=1,Visit the Comix Store,/stores/Comix/page/74AED4FF-06F7-4CA9-9029-24AA4C6F45FA?ref_=ast_bln,,,"November 4, 2020",,,16.42 x 12.64 x 5.71 inches,,,,
45,B08QGR1H1C ,Dual Monitor with Laptop Stand Mount - Height Adjustable Dual Monitor arm Mount Desk Stand with Laptop Tray Fit Two 13 to 30 Inch Flat Curved Computer Screens and 10 to 19 Inch Notebooks,HY bracket,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1ZXX6XNX5CLRA&isAmazonFulfilled=1,Brand: FORGING MOUNT,/FORGING-MOUNT/b/ref=bl_dp_s_web_20553575011?ie=UTF8&node=20553575011&field-lbr_brands_browse-bin=FORGING+MOUNT,,,"December 13, 2020",No,FM4512,,33 x 11 x 33 inches,"Sceptre 20"" 1600x900 75Hz Ultra Thin LED Monitor 2x HDMI VGA Built-in Speakers, Machine Black Wide…",https://www.amazon.com/Sceptre-E205W-16003R-Frameless-Speakers-Metallic/dp/B07743412C/ref=pd_bxgy_2/135-9378500-8023234?_encoding=UTF8&pd_rd_i=B07743412C&pd_rd_r=23c48398-4465-4f1d-b28f-5a91de389cf3&pd_rd_w=UQnVL&pd_rd_wg=OcMga&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=A3YV1ZAJC0TFCNEVY2VV&psc=1&refRID=A3YV1ZAJC0TFCNEVY2VV,
46,B08LCPKS6G ,"ASUS TUF Gaming VG279Q1A 27” Gaming Monitor, 1080P Full HD, 165Hz (Supports 144Hz), IPS, 1ms, Adaptive-sync/FreeSync Premium, Extreme Low Motion Blur, Eye Care, HDMI DisplayPort",,,Visit the ASUS Store,/stores/ASUS/page/02389710-881F-4F25-89E8-F92DEEA14D5A?ref_=ast_bln,,,"December 3, 2020",,VG279Q1A,,24.18 x 17.89 x 8.42 inches,,,/ASUS-VG279Q1A-Supports-Adaptive-sync-DisplayPort/product-reviews/B08LCPKS6G/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
47,B07VFPYRP3 ,"Acer Nitro VG240Y Pbiip 23.8 Inches Full HD (1920 x 1080) IPS Gaming Monitor with AMD Radeon FreeSync Technology, Zero Frame, 144Hz, 1ms VRB, (2 x HDMI 2.0 Ports & 1 x Display Port), Black",,,Visit the Acer Store,/stores/Acer/page/0074ABD9-06D1-469D-B509-C3134D6FFFF2?ref_=ast_bln,,,"August 4, 2019",,VG240Y Pbiip,,21.3 x 9.4 x 16.2 inches,"DisplayPort Cable, Silkland DP Cable 6.6 ft [4K@60Hz, 2K@165Hz, 2K@144Hz], Braided Display Port…",/DisplayPort-Silkland-Braided-Display-Compatible/dp/B0861QVLHQ/ref=pd_bxgy_2/138-9580173-5966268?_encoding=UTF8&pd_rd_i=B0861QVLHQ&pd_rd_r=f0529f1a-6e11-47a2-8203-9f246f2e9a70&pd_rd_w=bW9eI&pd_rd_wg=C95o6&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=1QNZWD0X4PH830GXWJ96&psc=1&refRID=1QNZWD0X4PH830GXWJ96,/Acer-VG240Y-Pbiip-FREESYNC-Technology/product-reviews/B07VFPYRP3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
48,B07JF8DQZJ ,"LG 22MK430H-B 21.5-Inch Full HD Monitor with AMD FreeSync, Black",,,Visit the LG Store,/stores/LG+Electronics/page/E8585304-4D77-4965-9D22-B5F2CF409E38?ref_=ast_bln,,,"November 28, 2018",No,22MK430H-B,,20.1 x 7.2 x 15.6 inches,,,/LG-22MK430H-B-21-5-Inch-Monitor-FreeSync/product-reviews/B07JF8DQZJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
49,B088MKB54B ,"ASUS TUF Gaming VG27VH1B 27” Curved Monitor, 1080P Full HD, 165Hz (Supports 144Hz), Extreme Low Motion Blur, Adaptive-sync, FreeSync Premium, 1ms, Eye Care, HDMI D-Sub, BLACK",,,Visit the ASUS Store,/stores/ASUS/page/02389710-881F-4F25-89E8-F92DEEA14D5A?ref_=ast_bln,,,"June 14, 2020",,VG27VH1B,,24.03 x 18.71 x 8.42 inches,"DisplayPort Cable 10ft, iVANKY DP Cable, [4K@60Hz, 2K@165Hz, 2K@144Hz], Nylon Braided High Speed…",/DisplayPort-ivanky-Braided-Display-Compatible/dp/B07HVVHL23/ref=pd_bxgy_2/134-8324514-4556516?_encoding=UTF8&pd_rd_i=B07HVVHL23&pd_rd_r=ac589700-efc7-4d34-bd5d-71dd535caa6b&pd_rd_w=zgErS&pd_rd_wg=IWUVi&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=5RY6NDKAZNP8JATZ0E1E&psc=1&refRID=5RY6NDKAZNP8JATZ0E1E,/ASUS-VG27VH1B-Supports-Adaptive-sync-FreeSync/product-reviews/B088MKB54B/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
50,B01JGYM5H6 ,"Asus VG245H 24 inchFull HD 1080p 1ms Dual HDMI Eye Care Console Gaming Monitor with FreeSync/Adaptive Sync, Black, 24-inch",,,Visit the ASUS Store,/stores/ASUS/page/02389710-881F-4F25-89E8-F92DEEA14D5A?ref_=ast_bln,,,"July 26, 2016",No,VG245H,,22.1 x 8.4 x 14.2 inches,,,/VG245H-inchFull-Console-FreeSync-Adaptive/product-reviews/B01JGYM5H6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
51,B08CM6JKYT ,"Samsung Business FT452 Series 22 inch 1080p 75Hz IPS Computer Monitor for Business with HDMI, DisplayPort, USB, HAS Stand (F22T452FQN) Black",,,Visit the Samsung Business Store,/stores/Samsung+Business/page/3597856D-5133-4B8E-A267-CA177DACD5BA?ref_=ast_bln,,,"July 4, 2020",,F22T452FQN,,19.2 x 8.3 x 12.8 inches,"DisplayPort to DisplayPort 6 Feet Cable, Benfei DP to DP Male to Male Cable Gold-Plated Cord…",/DisplayPort-Benfei-Gold-Plated-Supports-Compatible/dp/B077BPW8XJ/ref=pd_bxgy_2/144-7401675-8501930?_encoding=UTF8&pd_rd_i=B077BPW8XJ&pd_rd_r=b129aa95-348a-41d2-bfef-f9db043e2610&pd_rd_w=7pTQU&pd_rd_wg=w4cPv&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=V8473TGV3MR02GVC5H8D&psc=1&refRID=V8473TGV3MR02GVC5H8D,/Samsung-Business-Computer-DisplayPort-F22T452FQN/product-reviews/B08CM6JKYT/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
52,B08XN4CS6P ,"Acer Nitro KG252Q bmiix 24.5” Gaming Full HD (1920 x 1080) Gaming IPS Monitor with AMD FreeSync Technology, 75Hz Refresh Rate, 1ms VRB, (2 x HDMI 1.4 & 1 x VGA)",,,Visit the Acer Store,/stores/Acer/page/0074ABD9-06D1-469D-B509-C3134D6FFFF2?ref_=ast_bln,,,"March 14, 2021",,KG252Q bmiix,,21.96 x 9.43 x 16.39 inches,,,
53,B08D6SKVVN ,"Lenovo Q24h-10 23.8-inch QHD (2560 x 1440) USB-C LCD Monitor, LED Backlit, AMD FreeSync, 75Hz, 4ms, 99% sRGB, Speakers, Low Blue Light, 66A8GCC6US Warm Gray",,,Visit the Lenovo Store,/stores/LENOVO/page/2C6395BA-C701-4025-9D7E-BAE1BD647EEE?ref_=ast_bln,,,"July 17, 2020",,66A8GCC6US,,7.07 x 21.38 x 17.23 inches,,,/Lenovo-23-8-inch-FreeSync-Speakers-66A8GCC6US/product-reviews/B08D6SKVVN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
54,B07Y2R9GK5 ,"Samsung 24"" FHD Flat Monitor with Super-Slim Design - LS24F354FHNXZA, Black",,,Visit the SAMSUNG Store,/stores/Samsung%C2%AE/page/F50AFABA-4CDE-4A95-84D0-CA4C61819FEB?ref_=ast_bln,,,"October 20, 2019",,LS24F354FHNXZA,,8.12 x 21.56 x 12.62 inches,,,/Samsung-Flat-Monitor-Super-Slim-Design/product-reviews/B07Y2R9GK5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
55,B07X5MWMDG ,"Acer Predator XB273K Gpbmiipprzx 27"" UHD (3840 x 2160) IPS NVIDIA G-SYNC Compatible Monitor with VESA Certified DisplayHDR 400, Quantum Dot, 144Hz, DCI-P3 , Delta E<1 (Display Port & HDMI Port), Black",,,Visit the Acer Store,/stores/Acer/page/0074ABD9-06D1-469D-B509-C3134D6FFFF2?ref_=ast_bln,,,"September 9, 2019",,XB273K Gpbmiipprzx,,24.76 x 12.09 x 21.3 inches,"DisplayPort Cable 1.4, iVANKY 8K DP Cable 6.6ft [8K@60Hz, 4K@144Hz, 1080P@240Hz], Support HBR3, 32…",/DisplayPort-Braided-32-4Gbps-Compatible-Monitor/dp/B07VVJZJ2P/ref=pd_bxgy_2/146-2480687-5753069?_encoding=UTF8&pd_rd_i=B07VVJZJ2P&pd_rd_r=748731c7-2b1a-48d9-b348-32fa86b680d1&pd_rd_w=mDfoZ&pd_rd_wg=BlQiP&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=WYFM3SS9BYH2K35741YJ&psc=1&refRID=WYFM3SS9BYH2K35741YJ,/Acer-XB273K-Gpbmiipprzx-Compatible-DisplayHDR/product-reviews/B07X5MWMDG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
56,B08G8SH4QJ ,"Dell S2721D 27 Inch 1440p QHD, IPS Ultra-Thin Bezel Monitor, AMD FreeSync, HDMI, DisplayPort, Built in Speakers, VESA Certified, Silver",,,Visit the Dell Store,/stores/Dell/page/9B75DD0E-9F42-4B9B-ACAA-F329B23ADE7D?ref_=ast_bln,1 A batteries required.,,"August 19, 2020",,S2721D,,17.85 x 24.08 x 7.35 inches,,,/Dell-S2721D-Ultra-Thin-DisplayPort-Certified/product-reviews/B08G8SH4QJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
57,B07GG8RVXP ,"Sceptre C248B-144R 24-Inch Curved 144Hz Gaming Monitor AMD FreeSyncTM HDMI DisplayPort DVI, Metal Black 2018",,,Visit the Sceptre Store,/stores/Sceptre+Inc./page/ACF6E09F-2DD3-41A9-AB26-0C549BB6EC35?ref_=ast_bln,,,"August 1, 2018",No,C248B-144R,,21.5 x 15.6 x 5.4 inches,Amazon Basics DisplayPort to DisplayPort HD Display Cable - 6 Feet,/AmazonBasics-DisplayPort-Cable-Feet/dp/B01J8S6X2I/ref=pd_bxgy_2/136-4238123-1978652?_encoding=UTF8&pd_rd_i=B01J8S6X2I&pd_rd_r=2d0344fb-f623-4eec-a279-c5822e59bdf8&pd_rd_w=5dLvx&pd_rd_wg=IURwf&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=RVT13TTPH3HWBCDDGVJD&psc=1&refRID=RVT13TTPH3HWBCDDGVJD,/Sceptre-C248B-144R-24-Inch-FreeSyncTM-DisplayPort/product-reviews/B07GG8RVXP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
58,B087LS8ZRV ,"Dual Monitor Stand - Adjustable Dual Arm Monitor Mount Desk Stand for 13 to 27 Inch Screens, Each Arm Hold 5.5 to 17.6lbs",H HUANUOAV,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1TJXVIS5UBA1L&isAmazonFulfilled=1,Brand: H HUANUOAV,/H-HUANUOAV/b/ref=bl_dp_s_web_18875741011?ie=UTF8&node=18875741011&field-lbr_brands_browse-bin=H+HUANUOAV,,,"July 31, 2020",No,HADSK5,16.26 x 12.13 x 6.69 inches,,,,/Dual-Monitor-Stand-Adjustable-Screens/product-reviews/B087LS8ZRV/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
59,B07Z7ZWC6S ,"MOUNTUP Triple Monitor Stand Mount - 3 Monitor Desk Mount for Computer Screens Up to 27 inch, Triple Monitor Arm with Gas Spring, Heavy Duty Monitor Stand, Each Arm Holds Up to 17.6 lbs, MU0006",MOUNTUP,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3O3GHLAAB8VWC&isAmazonFulfilled=1,Visit the MOUNTUP Store,/stores/MOUNTUP/page/15E8E5C0-71A7-44EF-9701-F3BE86321CF1?ref_=ast_bln,,,"October 17, 2019",,MU0006,16.34 x 13.39 x 6.81 inches,,PASOW 50pcs Cable Ties Reusable Fastening Wire Organizer Cord Rope Holder 7 Inch (Black),https://www.amazon.com/Pasow-Reusable-Fastening-Organizer-Holder/dp/B0154MS9Q0/ref=pd_bxgy_2/146-3581302-4101165?_encoding=UTF8&pd_rd_i=B0154MS9Q0&pd_rd_r=55e6daec-8b99-40d9-83d0-618b07fd27e2&pd_rd_w=UiUb4&pd_rd_wg=6axZm&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=XFSP5DPGNZV6J0QW00MJ&psc=1&refRID=XFSP5DPGNZV6J0QW00MJ,
60,B08QD7W8HT ,"FORGING MOUNT Dual Monitor Stand-Vertical Stack Screen Desk Mount Stand Support Two 17 to 32 Inch Computer Monitors with C Clamp Grommet Base,VESA 75 100 Compatible",HY bracket,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1ZXX6XNX5CLRA&isAmazonFulfilled=1,Brand: FORGING MOUNT,/FORGING-MOUNT/b/ref=bl_dp_s_web_20553575011?ie=UTF8&node=20553575011&field-lbr_brands_browse-bin=FORGING+MOUNT,,,"December 11, 2020",,FM4508,,6 x 6 x 33 inches,,,
61,B08QGR1H1C ,Dual Monitor with Laptop Stand Mount - Height Adjustable Dual Monitor arm Mount Desk Stand with Laptop Tray Fit Two 13 to 30 Inch Flat Curved Computer Screens and 10 to 19 Inch Notebooks,HY bracket,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1ZXX6XNX5CLRA&isAmazonFulfilled=1,Brand: FORGING MOUNT,/FORGING-MOUNT/b/ref=bl_dp_s_web_20553575011?ie=UTF8&node=20553575011&field-lbr_brands_browse-bin=FORGING+MOUNT,,,"December 13, 2020",No,FM4512,,33 x 11 x 33 inches,"Sceptre 20"" 1600x900 75Hz Ultra Thin LED Monitor 2x HDMI VGA Built-in Speakers, Machine Black Wide…",https://www.amazon.com/Sceptre-E205W-16003R-Frameless-Speakers-Metallic/dp/B07743412C/ref=pd_bxgy_2/136-7147215-1361908?_encoding=UTF8&pd_rd_i=B07743412C&pd_rd_r=413d5d7a-85c9-43dd-9686-7adf03930ee8&pd_rd_w=aA5Zf&pd_rd_wg=MqG8u&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=RB4966EMGMS6Q0RZBR73&psc=1&refRID=RB4966EMGMS6Q0RZBR73,
62,B07CS3JGPC ,"Samsung 32 inch UJ59 4k monitor (LU32J590UQNXZA) - UHD, 3840 x 2160p, 60hz, 4ms, Dual monitor, laptop monitor, monitor stand / riser / mount compliant, AMD FreeSync, Gaming, HDMI, DP, Black",,,Visit the SAMSUNG Store,/stores/Samsung%C2%AE/page/F50AFABA-4CDE-4A95-84D0-CA4C61819FEB?ref_=ast_bln,,,"April 27, 2018",No,LU32J590UQNXZA,,28.72 x 9.9 x 21.04 inches,,,/Samsung-U32J590-32-Inch-LED-Lit-Monitor/product-reviews/B07CS3JGPC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
63,B08D5H24N8 ,ViewSonic VX3268-2KPC-MHD 32 Inch 1440p Curved 144Hz 1ms Gaming Monitor with FreeSync Premium Eye Care HDMI and DP,,,Visit the ViewSonic Store,/stores/ViewSonic+Corporation/page/137763D7-E51B-4650-B00F-ED579E4052F5?ref_=ast_bln,,,"July 16, 2020",,VX3268-2KPC-MHD,,9.7 x 27.9 x 20.1 inches,,,/ViewSonic-VX3268-2KPC-MHD-Monitor-FreeSync-Premium/product-reviews/B08D5H24N8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
64,B08HSN5K1Q ,"LG 32MN60T-B 32"" Class FHD IPS FreeSync Monitor (Renewed)",G-Overstock,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AD0BANCB0IN2U&isAmazonFulfilled=1,Visit the Amazon Renewed Store,/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,,,"September 10, 2020",,,32 x 20.2 x 5.8 inches,,,,/LG-32MN60T-B-FreeSync-Monitor-Renewed/product-reviews/B08HSN5K1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
65,B07YGZRQ98 ,"LG 32QK500-C 32-Inch Class QHD LED IPS Monitor with Radeon FreeSync (31.5"" Diagonal) Silver",,,Visit the LG Store,/stores/LG+Electronics/page/E8585304-4D77-4965-9D22-B5F2CF409E38?ref_=ast_bln,,,"September 1, 2019",,32QK500-C,,28.5 x 8.1 x 16.7 inches,"DisplayPort to DisplayPort 6 Feet Cable, Benfei DP to DP Male to Male Cable Gold-Plated Cord…",/DisplayPort-Benfei-Gold-Plated-Supports-Compatible/dp/B077BPW8XJ/ref=pd_bxgy_2/143-9707484-8190035?_encoding=UTF8&pd_rd_i=B077BPW8XJ&pd_rd_r=dec55728-7335-43a4-a17e-6bbaaa8e674a&pd_rd_w=4OQwb&pd_rd_wg=e6C9J&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=8B6AN616VKAV190VMBN5&psc=1&refRID=8B6AN616VKAV190VMBN5,
66,B08BW3XS12 ,"Acer Nitro XZ342CK Pbmiiphx 34"" 1500R Curved WQHD (3440 x 1440) VA Gaming Monitor with AMD Radeon Freesync, VESA Certified DisplayHDR400, 95% sRGB, 144Hz, 1ms VRB (Display Port & 2 x HDMI 2.0 Ports)",,,Visit the Acer Store,/stores/Acer/page/0074ABD9-06D1-469D-B509-C3134D6FFFF2?ref_=ast_bln,,,"August 16, 2020",,XZ342CK Pbmiiphx,,31.81 x 10.6 x 19 inches,"ErGear 22-35” Premium Single Monitor Stand Mount w/USB, Ultrawide Computer Screen Desk Mount w/Full…",/Premium-Ultrawide-Computer-Rotation-Adjustable/dp/B084JHNG1R/ref=pd_bxgy_2/134-7411894-3961340?_encoding=UTF8&pd_rd_i=B084JHNG1R&pd_rd_r=9d6dc914-7102-4290-a1c3-80dc9144e746&pd_rd_w=SZnGp&pd_rd_wg=625CV&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=NQWFAEDSMMFYJDH8ZMCP&psc=1&refRID=NQWFAEDSMMFYJDH8ZMCP,/Acer-XZ342CK-Pbmiiphx-Certified-DisplayHDR400/product-reviews/B08BW3XS12/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
67,B078HWN5CX ,"BenQ EL2870U 28 inch 4K Monitor for Gaming 1ms Response Time, FreeSync, HDR, eye-care, speakers",,,Visit the BenQ Store,/stores/BenQ/page/C3508B2B-624C-46DC-8CB3-AB59BE27408D?ref_=ast_bln,,,"December 21, 2017",No,EL2870U,,19 x 3 x 26 inches,,,/BenQ-EL2870U-Anti-glare-Brightness-Intelligence/product-reviews/B078HWN5CX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
68,B084KTZP7N ,"SAMSUNG Business S24R356FHN SR35 Series 24 inch IPS Panel 1080p 75Hz 5 ms response time ultra-thin bezel design Computer Monitor for Business with VGA and HDMI, Black",,,Visit the Samsung Business Store,/stores/Samsung+Business/page/3597856D-5133-4B8E-A267-CA177DACD5BA?ref_=ast_bln,,,"February 6, 2020",,LS24R356FHNXZA,,21.3 x 9.3 x 16.8 inches,,,/Samsung-Business-Response-Ultra-Thin-S24R356FHN/product-reviews/B084KTZP7N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
69,B07HY4PSPW ,"Asus VP228HE 21.5” Full HD 1920x1080 1ms HDMI VGA Eye Care Monitor,Blacklight",,,Visit the ASUS Store,/stores/ASUS/page/02389710-881F-4F25-89E8-F92DEEA14D5A?ref_=ast_bln,,,"March 30, 2019",No,VP228HE,,20.2 x 14.7 x 7.9 inches,,,/Asus-VP228HE-21-5-LED-Monitor/product-reviews/B07HY4PSPW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
70,B0817JCFJN ,"ASUS TUF Gaming 25"" 1080P Monitor (VG259Q) - Full HD, IPS, 144Hz, 1ms, Extreme Low Motion Blur, Speaker, Adaptive-Sync, G-SYNC Compatible, VESA Mountable, DisplayPort, HDMI, Height Tilt Adjustable",,,Visit the ASUS Store,/stores/ASUS/page/02389710-881F-4F25-89E8-F92DEEA14D5A?ref_=ast_bln,,,"November 8, 2019",,VG259Q,,22.17 x 14.06 x 8.31 inches,"DisplayPort Cable, iVANKY DP Cable 6.6ft/2M, [4K@60Hz, 2K@144Hz, 2K@165Hz], Nylon Braided High Speed…",/ivanky-DisplayPort-Braided-Display-Compatible/dp/B078HVDMW2/ref=pd_bxgy_2/134-5793603-8964707?_encoding=UTF8&pd_rd_i=B078HVDMW2&pd_rd_r=f26966d7-3955-41a1-83cc-16b0a2908690&pd_rd_w=o9vpw&pd_rd_wg=h2eIH&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=G2XFN67B7V3QYJJEX97T&psc=1&refRID=G2XFN67B7V3QYJJEX97T,/VG259Q-Gaming-Monitor-FreeSync-DisplayPort/product-reviews/B0817JCFJN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
