,ASIN,product_name,item_model_nr,package_dimensions,product_dimensions,best_sellers_rank,ratings,rating_details,batteries,date_first_available,discontinued_by_mfg,seller,seller_link,freq_bought,link_to_all_reviews
1060,B07VBMSY9Y,"Wireless Earbuds, ENACFIRE F1 Wireless Earbuds CVC 8.0 Noise Cancellation Apt-X Stereo Sound Wireless Headphones 208H Cycle Playtime IPX8 Waterproof Bluetooth 5.0 Headset",669665522717,,3.14 x 1.9 x 1.3 ,,,"[{'info': '4.4 out of 5 stars', 'value': '4,595 ratings'}]",1 Unknown batteries required. (included),"July 19, 2019",,E-WING,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1VRAB5M865FEJ&isAmazonFulfilled=1,"[{'info': 'ENACFIRE E90 Wireless Earbuds with Extra Deep Bass, IPX8 Waterproof TWS Stereo Headphones, in Ear…', 'value': '/ENACFIRE-E90-Cancellation-Waterproof-Headphones/dp/B08FMH8W66/ref=pd_bxgy_2/147-3482981-2885260?_encoding=UTF8&pd_rd_i=B08FMH8W66&pd_rd_r=58caaaef-09f8-4c0b-b909-eb808912a3dd&pd_rd_w=yzqQE&pd_rd_wg=Usq2d&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=TMGVQ6C4TJWTGHJY7Z1E&psc=1&refRID=TMGVQ6C4TJWTGHJY7Z1E'}]",https://www.amazon.com/ENACFIRE-Cancellation-Headphones-Waterproof-Bluetooth/product-reviews/B07VBMSY9Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1061,B07VC4QKNZ,SAMSUNG USB Type-C to 3.5mm Jack Adapter (Ee-UC10J),EE-UC10JUWEGWW,,0.28 x 3.65 x 0.43 ,,,"[{'info': '4.3 out of 5 stars', 'value': '7,798 ratings'}]",,"August 7, 2019",,It's Time,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A39UG17LGOCIKV&isAmazonFulfilled=1,"[{'info': 'Samsung EO-IC100BBEGUS Corded Type-C Earphones, Black', 'value': '/Samsung-EO-IC100BBEGUS-Corded-Type-C-Earphones/dp/B082QPHYZQ/ref=pd_bxgy_2/131-6496271-8833430?_encoding=UTF8&pd_rd_i=B082QPHYZQ&pd_rd_r=3ac507c1-c49b-4392-a7b1-1801d7b11499&pd_rd_w=pWpog&pd_rd_wg=on4G3&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=KT8YFCCKV5TPR3CP0SN7&psc=1&refRID=KT8YFCCKV5TPR3CP0SN7'}]",https://www.amazon.com/Samsung-Type-C-3-5mm-Adapter-Ee-UC10J/product-reviews/B07VC4QKNZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1062,B07VCHNPPW,"Bluedio TWS Wireless Headphones with Face Recognition Feature, True Wireless Earbuds Bluetooth V5.0 Wireless Earphones Sports Running Headset with Charging Case Built-in Mic (Hurricane-HI Black)",HI,,2.36 x 1.46 x 2.66 ,,,"[{'info': '3.8 out of 5 stars', 'value': '1,380 ratings'}]",1 Lithium Polymer batteries required. (included),"July 17, 2019",,ZiRun Direct,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A27ZHGNRPW6LD7&isAmazonFulfilled=1,"[{'info': 'Bluetooth Wireless Earbuds, Bluedio P(Particle) TWS Wireless Earbud Headphones in-Ear Earphones with…', 'value': '/Bluetooth-Wireless-Bluedio-Headphones-Earphones/dp/B0878XCM69/ref=pd_bxgy_2/131-6182925-7113045?_encoding=UTF8&pd_rd_i=B0878XCM69&pd_rd_r=9f8ecbba-472e-4e23-8fb6-d011f5da5ee0&pd_rd_w=Zhl0S&pd_rd_wg=xJoql&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=013SMDEHAQWENRZ3MHK7&psc=1&refRID=013SMDEHAQWENRZ3MHK7'}]",https://www.amazon.com/Bluedio-Headphones-Recognition-Bluetooth-Hurricane-HI/product-reviews/B07VCHNPPW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1063,B07VD3M6M3,"Bluetooth Earbuds Wireless Earbuds Bluetooth Earphones Wireless Headphones, OFUSHO Bluetooth 5.0 Deep Bass 152H Playtime IPX7 Waterproof TWS Stereo in-Ear Headphones with Charging Case, CVC8.0 Apt-X",2.8 x 2 x 1.2 inches,,2.75 x 1.96 x 1.18 ,,,"[{'info': '4.2 out of 5 stars', 'value': '13,200 ratings'}]",1 C batteries required.,"July 16, 2019",,OFUSHO US,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3IIWEWOJ8LYQ9&isAmazonFulfilled=1,"[{'info': 'Wireless Earbuds Bluetooth Earbuds, Bluetooth 5.0 Waterproof True Wireless Earbuds with Charging…', 'value': '/Wireless-Bluetooth-Waterproof-Headphones-Earphones/dp/B0811T5M4Z/ref=pd_bxgy_2/131-1804293-3373044?_encoding=UTF8&pd_rd_i=B0811T5M4Z&pd_rd_r=c41f7137-9c45-4fbe-b8ab-60e375c232cb&pd_rd_w=TanYU&pd_rd_wg=f02oB&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=4MJ7V1K14NJD14BNQP8W&psc=1&refRID=4MJ7V1K14NJD14BNQP8W'}]",
1064,B07VD8PDNK,VVRZ Wired Earbuds in Ear Headphones Noise Isolating Earphones Bass Stereo Headsets with Microphone & Volume Control & Remote for Android iOS Tablet Laptop Computer Gym Running Jogging Workout (Red),VVRZ M7,4.02 x 3.54 x 1.26 inches,,,,"[{'info': '4.2 out of 5 stars', 'value': '152 ratings'}]",,"July 16, 2019",,MINZEN,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A18JVJGADXEWHE&isAmazonFulfilled=1,"[{'info': 'WEZ in Ear Headphones Wired Earphones Noise Isolation Earbuds Stereo Bass Headsets with Microphone…', 'value': '/WEZ-Headphones-Earphones-Isolation-Microphone/dp/B07V9NM79N/ref=pd_bxgy_2/140-6602788-2112825?_encoding=UTF8&pd_rd_i=B07V9NM79N&pd_rd_r=81af2c70-a02c-48cd-8772-e452b24de1a9&pd_rd_w=bC4w3&pd_rd_wg=z8R5L&pf_rd_p=bd257e40-8799-42ac-88d0-f76e0faf3886&pf_rd_r=SDMW0KTD2JDWAEMTHJFB&psc=1&refRID=SDMW0KTD2JDWAEMTHJFB'}]",
1065,B07VDHPJ8Q,Beats Studio 3 Hinge Replacement Parts Headband Connector Repair Parts Compatible with Beats Studio 3.0 Wireless Over-Ear Headphones (Gold),studio 3 hinge-gold,4.8 x 3.03 x 0.43 inches,,,,"[{'info': '4.5 out of 5 stars', 'value': '349 ratings'}]",,"July 17, 2019",,IGRONE,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ABQ9LCJ4M7ISO&isAmazonFulfilled=1,"[{'info': 'Studio 3 Headband Replacement Parts Accessories Studio 2 Headband Repair Kit Compatible with Studio…', 'value': '/Headband-Replacement-Accessories-Compatible-Studio3-Grey-Gold/dp/B08BJTPGG1/ref=pd_bxgy_2/131-6834694-2885620?_encoding=UTF8&pd_rd_i=B08BJTPGG1&pd_rd_r=453bc7ce-bda5-433f-bc4e-cf7d7f196312&pd_rd_w=byHvb&pd_rd_wg=SXQX3&pf_rd_p=bd257e40-8799-42ac-88d0-f76e0faf3886&pf_rd_r=MNM6V7G3AY9CEE1GQS0F&psc=1&refRID=MNM6V7G3AY9CEE1GQS0F'}]",
1066,B07VF6NSZZ,Samsung EE-UC10JUWEGUS USB-C to 3.5mm Headphone Jack Adapter for Note10 and Note10+ (US Version with Warranty),EE-UC10JUWEGUS,,7.48 x 7.48 x 7.48 ,#28 in Headphone Adapters,4.5,"[{'info': '4.5 out of 5 stars', 'value': '4,546 ratings'}]",,"August 8, 2019",, Samsung Electronics,/stores/Samsung+Electronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,"[{'info': 'Samsung Corded Type-C Earphones, White (EO-IC100BWEGUS)', 'value': '/Samsung-Corded-Type-C-Earphones-EO-IC100BWEGUS/dp/B082QNS45Z/ref=pd_bxgy_2/133-8165795-9425726?_encoding=UTF8&pd_rd_i=B082QNS45Z&pd_rd_r=835c6122-cb50-4b21-b8f5-4fc1e481ef3c&pd_rd_w=QbLzT&pd_rd_wg=kTngT&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=VW75JBBSSKTQNXGGCCT5&psc=1&refRID=VW75JBBSSKTQNXGGCCT5'}]",/Samsung-EE-UC10JUWEGUS-Headphone-Adapter-Warranty/product-reviews/B07VF6NSZZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1067,B07VGP7C9S,"eKids Disney Frozen 2 Bluetooth Headphones with Microphone, Volume Reduced to Protect Hearing, Adjustable Wireless Headphones for School Home Travel, for Fans of Anna and Elsa",FR-B50.v9M,,6 x 3 x 6 ,#171 in Over-Ear Headphones,4.6,"[{'info': '4.6 out of 5 stars', 'value': '1,565 ratings'}]",1 Lithium ion batteries required. (included),,, eKids,/stores/eKids/page/E0CBECCE-78D3-407A-91C1-64EB968B9CB9?ref_=ast_bln,"[{'info': 'eKids Spiderman Wireless Bluetooth Portable Kids Headphones with Microphone, Volume Reduced to…', 'value': '/Spiderman-Headphones-Rechargeable-Microphone-Detachable/dp/B071G1RLYC/ref=pd_bxgy_2/132-3148872-1118563?_encoding=UTF8&pd_rd_i=B071G1RLYC&pd_rd_r=9c5bbd96-8166-4588-88e4-9df1da86553a&pd_rd_w=O7zxp&pd_rd_wg=F4KKl&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=GSDTT7EDRWK31W19XWQ7&psc=1&refRID=GSDTT7EDRWK31W19XWQ7'}]",
1068,B07VGP8R3N,"Panda Kids Headphones, Adjustable Headband, Stereo Sound, 3.5Mm Jack, Wired Headphones for Kids, Tangle-Free, Volume Control, Foldable, Childrens Headphones Over Ear for School Home, Travel",140,,4 x 2 x 5 ,"#1,050 in Over-Ear Headphones",4.5,"[{'info': '4.5 out of 5 stars', 'value': '437 ratings'}]",,,, eKids,/stores/eKids/page/E0CBECCE-78D3-407A-91C1-64EB968B9CB9?ref_=ast_bln,"[{'info': 'Panda Bracelet Jewelry Bear - HCChanshi Cute Infinity Love Panda Charm Bracelet Gifts For Girls…', 'value': '/Panda-Bracelet-Jewelry-Bear-HCChanshi/dp/B07PRDWPWG/ref=pd_bxgy_2/144-3663965-1005458?_encoding=UTF8&pd_rd_i=B07PRDWPWG&pd_rd_r=3faca155-2bf4-4cc2-b704-2e97c41ad2a8&pd_rd_w=9HCf0&pd_rd_wg=98Wiw&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=KETJKDFZNEYWVGAWWGFT&psc=1&refRID=KETJKDFZNEYWVGAWWGFT'}]",/Headphones-Adjustable-Headband-Tangle-Free-Childrens/product-reviews/B07VGP8R3N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1069,B07VGTH85H,Aircom A3 Active Air Tube Headphones - Anti-Radiation Wired Sports Earbuds with Airflow Audio Technology for Premium Sound and EMF Protection – Yellow,,7.52 x 4.06 x 1.5 inches,,,,"[{'info': '3.6 out of 5 stars', 'value': '44 ratings'}]",1 Product Specific batteries required.,"July 18, 2019",,Aircom Audio,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2YHPBGRQ89WI4&isAmazonFulfilled=1,"[{'info': 'Aircom A6 Anti-Radiation Air Tube Headphone - Airflow Audio Technology for Premium Sound and EMF…', 'value': '/Aircom-Anti-Radiation-Stereo-Earphone-Built/dp/B07VBGH1K4/ref=pd_bxgy_2/144-4351658-9176619?_encoding=UTF8&pd_rd_i=B07VBGH1K4&pd_rd_r=94d7f7de-f971-41ad-9bc4-efcd6ef20f44&pd_rd_w=PyEYF&pd_rd_wg=Qfhyi&pf_rd_p=bd257e40-8799-42ac-88d0-f76e0faf3886&pf_rd_r=JTKWFN4R7WF52YW0DWAS&psc=1&refRID=JTKWFN4R7WF52YW0DWAS'}]",
1070,B07VH35785,5Ft Replacement Charger Cord Cable Fit for Bose SoundSport QuietComFfort 35 QC35 II QC25 Headphones AC Micro USB Power Adapter Supply,PAZ195923H,,6.32 x 3.02 x 0.72 ,,,"[{'info': '4.9 out of 5 stars', 'value': '20 ratings'}]",,"July 1, 2019",,Nicpower,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AIBVJDZM5ZPHJ&isAmazonFulfilled=1,"[{'info': 'Micro USB Charge Power Cable Cord for Bose SoundSport Wireless Headphones, Bose QuietControl 30…', 'value': '/SoundSport-Headphones-QuietControl-TaoTronics-Bluetooth/dp/B07BGDBQXW/ref=pd_bxgy_2/139-2609605-4617545?_encoding=UTF8&pd_rd_i=B07BGDBQXW&pd_rd_r=3e8b525e-90a7-4d13-a233-321a92445d62&pd_rd_w=0i0E8&pd_rd_wg=javI7&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=4S3DW29BSTA6X4KDCY65&psc=1&refRID=4S3DW29BSTA6X4KDCY65'}]",
1071,B07VH6YMCB,"VPB V1 Headphones with Remote & Microphone, in Ear Earphone Stereo Sound Noise Isolating Tangle Free for iOS and Android Smartphones, Laptops, Gaming (3 Pairs of Colours)",,6.9 x 3 x 0.7 inches,,,,"[{'info': '3.9 out of 5 stars', 'value': '212 ratings'}]",,"July 20, 2019",,VPB.,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3L4UZ17TT4Y6J&isAmazonFulfilled=1,"[{'info': 'VPB Earbud Headphones with Remote & Microphone, in Ear Earphone Stereo Sound Noise Isolating Tangle…', 'value': '/VPB-Headphones-Microphone-Isolating-Smartphones/dp/B07T89HB7R/ref=pd_bxgy_2/131-2116241-5257062?_encoding=UTF8&pd_rd_i=B07T89HB7R&pd_rd_r=b74cb1a5-854f-4d30-82bf-863b9044d359&pd_rd_w=uSKHa&pd_rd_wg=BCT42&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=JJXFTMZXVKV7BYA6J2DV&psc=1&refRID=JJXFTMZXVKV7BYA6J2DV'}]",
1072,B07VHYKVLM,"Technics Premium Hi-Res Wireless Bluetooth Stereo Headphones with 40 mm Dynamic-Tuned Drivers, 3-Mode Active Noise Cancelling, Ambient Sound Enhancer and Playback Pause Sensor - EAH-F70N-K (Black)",EAH-F70N-K,9.92 x 8.39 x 3.58 inches,,"#8,862 in Over-Ear Headphones",4.0,"[{'info': '4.0 out of 5 stars', 'value': '60 ratings'}]",1 Lithium Polymer batteries required. (included),"July 18, 2019",, Technics,/stores/Technics/page/47248EAA-75C3-4CD9-9ADE-0D96ED04ECFD?ref_=ast_bln,"[{'info': 'True Wireless Earbuds Active Noise Cancelling TaoTronics SoundLiberty 94 4 Mic ANC Ear Buds…', 'value': '/Cancelling-TaoTronics-SoundLiberty-Bluetooth-Earphones/dp/B08DFJ5SJS/ref=pd_day0fbt_2/146-7658393-6809015?_encoding=UTF8&pd_rd_i=B08DFJ5SJS&pd_rd_r=7b58275a-69c5-4377-9c53-4afc8aded87b&pd_rd_w=CQ2Xq&pd_rd_wg=VNo85&pf_rd_p=6a05ef20-9a93-4152-93b4-38b758e10220&pf_rd_r=ZZTV0Y6SAX62PZGHGJ2C&psc=1&refRID=ZZTV0Y6SAX62PZGHGJ2C'}]",
1073,B07VJMBX1L,co2crea Hard Travel Case Replacement for AfterShokz Aeropex / Air / Titanium Mini / Open-Ear Wireless Bone Conduction Headphones (Black Case + Pink Zipper),,,6 x 5 x 3 ,,,"[{'info': '4.6 out of 5 stars', 'value': '206 ratings'}]",,"July 23, 2019",,co2crea shop,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A118TZ4LLBWILH&isAmazonFulfilled=1,"[{'info': 'Aftershokz Titanium Mini Wireless Bone Conduction Bluetooth Headphones, Shorter Headband Size for…', 'value': '/Aftershokz-Titanium-Conduction-Bluetooth-Headphones/dp/B06X9X4GM3/ref=pd_bxgy_2/132-1566325-6111664?_encoding=UTF8&pd_rd_i=B06X9X4GM3&pd_rd_r=ce5544a9-2781-4ede-b403-71313a855beb&pd_rd_w=U5nes&pd_rd_wg=I5aPo&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=Y9W5THKJSPHA9BD66KP7&psc=1&refRID=Y9W5THKJSPHA9BD66KP7'}]",
1074,B07VLC39K5,"[Upgraded 2020] 12+Hours Sport Bluetooth Headphones - Professional Wireless Sport Earphones w/Mic - IPX7 Waterproof Deep Bass Music in-Ear Earbuds for Gym, Exercise, Running Workout for Men, Women",AIR-TOUCH,4.02 x 3.94 x 1.93 inches,,,,"[{'info': '3.9 out of 5 stars', 'value': '686 ratings'}]",,"July 24, 2019",,ELZU US,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AJR1X7D23HKPN&isAmazonFulfilled=1,"[{'info': 'Letscom U8L Bluetooth Headphones, 15Hrs Playtime Wireless 5.0 Earbuds IPX7 Waterproof Sport Running…', 'value': '/Bluetooth-Headphones-Earphones-Waterproof-Cancelling/dp/B07SMFC4NP/ref=pd_bxgy_2/131-4546751-1403403?_encoding=UTF8&pd_rd_i=B07SMFC4NP&pd_rd_r=56cb96d2-bd26-46fc-ad46-a7ed815424f4&pd_rd_w=cHle2&pd_rd_wg=VXgOG&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=D5ZV2NA0410WMF7M773N&psc=1&refRID=D5ZV2NA0410WMF7M773N'}]",
1075,B07VLYNBZN,"Nivava Gaming Headset for PS4, Xbox One, PC Headphones with Microphone LED Light Mic for Nintendo Switch PS5 Playstation Computer, K6(Green)",K6,8.5 x 8.2 x 4.3 inches,,,,"[{'info': '4.3 out of 5 stars', 'value': '5,540 ratings'}]",,"July 29, 2019",,NivavaDirect,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2BCVUORENKJ30&isAmazonFulfilled=1,"[{'info': 'Nivava Gaming Headset for PS4, Xbox One, PC Headphones with Microphone LED Light Mic for Nintendo…', 'value': '/Nivava-Headphones-Microphone-Nintendo-Playstation/dp/B07Y1W1GYJ/ref=pd_bxgy_2/133-7494429-3112029?_encoding=UTF8&pd_rd_i=B07Y1W1GYJ&pd_rd_r=ecd14f1f-1f57-4fe1-b255-f49d70560f86&pd_rd_w=7hbFX&pd_rd_wg=u13yO&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=JP2SF8EDEG34X86FXPFY&psc=1&refRID=JP2SF8EDEG34X86FXPFY'}]",https://www.amazon.com/Nivava-Headphones-Microphone-Nintendo-Playstation/product-reviews/B07VLYNBZN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1076,B07VM663RP,Studio 2 Headband Replacement Beats Studio 2 Replacement Headband for Beats Studio 2.0 3 Wired/Wireless Over Ear Headphone(Matte Black),,,7.46 x 1.3 x 3.39 ,,,"[{'info': '4.4 out of 5 stars', 'value': '100 ratings'}]",,"July 23, 2019",,EnjoyCC,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3DL7IIEB38EPQ&isAmazonFulfilled=1,"[{'info': 'Beats Studio Replacement Ear Pads by Link Dream - Replacement Ear Cushions Memory Foam Earpads…', 'value': '/Beats-Studio-Replacement-Link-Dream/dp/B07MFTC8SQ/ref=pd_bxgy_2/140-3791450-5119947?_encoding=UTF8&pd_rd_i=B07MFTC8SQ&pd_rd_r=210cbbef-ce7d-475a-ab4b-70ebc6e8d2fe&pd_rd_w=fNhgB&pd_rd_wg=JDsNe&pf_rd_p=bd257e40-8799-42ac-88d0-f76e0faf3886&pf_rd_r=FVS1WW8E2V0E1X3VHX87&psc=1&refRID=FVS1WW8E2V0E1X3VHX87'}]",
1077,B07VM663RP,Studio 2 Headband Replacement Beats Studio 2 Replacement Headband for Beats Studio 2.0 3 Wired/Wireless Over Ear Headphone(Matte Black),,,7.46 x 1.3 x 3.39 ,,,"[{'info': '4.4 out of 5 stars', 'value': '100 ratings'}]",,"July 23, 2019",,EnjoyCC,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3DL7IIEB38EPQ&isAmazonFulfilled=1,"[{'info': 'Beats Studio Replacement Ear Pads by Link Dream - Replacement Ear Cushions Memory Foam Earpads…', 'value': '/Beats-Studio-Replacement-Link-Dream/dp/B07MFTC8SQ/ref=pd_bxgy_2/130-6806053-7160267?_encoding=UTF8&pd_rd_i=B07MFTC8SQ&pd_rd_r=db8f2871-e55f-4ffd-8c55-16b6098042cb&pd_rd_w=axy2e&pd_rd_wg=8CHIx&pf_rd_p=bd257e40-8799-42ac-88d0-f76e0faf3886&pf_rd_r=XEHCS7MHTVT0A8X734K6&psc=1&refRID=XEHCS7MHTVT0A8X734K6'}]",
1078,B07VMLWSR4,"Bluetooth 5.0 True Wireless Earbuds, Sports In-Ear Truly Wireless Bluetooth Headphones Deep Bass IPX6 Sweatproof Stereo Call w/ Mic Instant Pair Low Latency Wireless Mini Headset Earphone 28H Playtime",True Wireless Earbuds Bluetooth,,2.99 x 1.49 x 1.22 ,,,"[{'info': '4.2 out of 5 stars', 'value': '1,277 ratings'}]",,"July 25, 2019",,GeeKee Direct,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A8LTL3589P31M&isAmazonFulfilled=1,"[{'info': 'True Wireless Earbuds Bluetooth 5.0 Headphones, Sports in-Ear TWS Stereo Mini Headset w/Mic Extra…', 'value': '/Bluetooth-Headphones-Sweatproof-Cancelling-Earphones/dp/B07GWWQK76/ref=pd_bxgy_2/131-0119919-3837417?_encoding=UTF8&pd_rd_i=B07GWWQK76&pd_rd_r=067d6531-6f07-43ef-ae18-a464900a9c2f&pd_rd_w=1nRsP&pd_rd_wg=LKKQl&pf_rd_p=bd257e40-8799-42ac-88d0-f76e0faf3886&pf_rd_r=8W1JDM6XEC101G05WWJ7&psc=1&refRID=8W1JDM6XEC101G05WWJ7'}]",
1079,B07VMXFF9B,"LUDOS Clamor Wired Earbuds in Ear Headphones with Microphone, Earphones with Mic and Volume Control, Memory Foam, Reinforced Cable, Bass Compatible with iPhone, Apple, iPad, Computer, Laptop, PC",CLAMOR,3.5 x 2.5 x 1 inches,,,,"[{'info': '4.3 out of 5 stars', 'value': '24,112 ratings'}]",,"September 16, 2019",,AUDIO FORMULA USA,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2KDHKBXK17AW9&isAmazonFulfilled=1,"[{'info': 'DuKabel USB to 3.5mm Jack Audio Adapter, USB to Aux Cable with TRRS 4-Pole Mic-Supported USB to…', 'value': '/DuKabel-ProSeries-Mic-Supported-Headphone-External/dp/B07RS11M1T/ref=pd_bxgy_2/131-4173651-9928935?_encoding=UTF8&pd_rd_i=B07RS11M1T&pd_rd_r=0a2e0c71-ae6b-4cb6-9f7f-2370eff53631&pd_rd_w=iCG7j&pd_rd_wg=LxuU1&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=NN89SA0E1SH0C3M6F9V1&psc=1&refRID=NN89SA0E1SH0C3M6F9V1'}]",https://www.amazon.com/Headphones-Microphone-Generation-Reinforced-Compatible/product-reviews/B07VMXFF9B/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1080,B07VNJRSCV,"USB C Headphone Adapter, USB C to 3.5 mm Headphone Jack Adapter Compatible with Pixel 4 3 2 XL/Samsung Galaxy Note 10/S20/iPad Pro/One Plus 6T/7/7T/8/8pro and More [2 Pack]",,4.37 x 2.4 x 0.55 inches,,,,"[{'info': '4.5 out of 5 stars', 'value': '590 ratings'}]",,"July 27, 2019",,KIMSUN,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A29I7KRU6ITX26&isAmazonFulfilled=1,"[{'info': 'Syncwire 3.5mm Nylon Braided Aux Cable (3.3ft/1m,Hi-Fi Sound), Audio Auxiliary Input Adapter Male to…', 'value': '/Syncwire-Braided-Auxiliary-Adapter-Headphones/dp/B01I0SI1SG/ref=pd_bxgy_2/131-0733805-0418602?_encoding=UTF8&pd_rd_i=B01I0SI1SG&pd_rd_r=58b0eefa-3709-4d6a-85c3-3fd63bab003e&pd_rd_w=nAjsl&pd_rd_wg=VGpiJ&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=Q37P0ZY3EANS3M2VPQGG&psc=1&refRID=Q37P0ZY3EANS3M2VPQGG'}]",https://www.amazon.com/Headphone-Adapter-Compatible-Samsung-Galaxy/product-reviews/B07VNJRSCV/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1081,B07VP4L68P,Skullcandy Crusher ANC Personalized Noise Canceling Wireless Headphone - Black/Tan,S6CPW-M373,,10.63 x 8.46 x 2.99 ,#266 in Over-Ear Headphones,4.6,"[{'info': '4.6 out of 5 stars', 'value': '1,310 ratings'}]",1 Lithium Polymer batteries required. (included),"September 11, 2019",, Skullcandy,/stores/Skullcandy/page/9F16B940-F912-43FE-888C-5BB1B86337A9?ref_=ast_bln,"[{'info': 'Skullcandy Crusher Wireless Over-Ear Headphone - Black', 'value': '/Skullcandy-Bluetooth-Headphone-Microphone-Adjustable/dp/B01DWH77GC/ref=pd_bxgy_2/140-6274944-3522742?_encoding=UTF8&pd_rd_i=B01DWH77GC&pd_rd_r=fdcb26a9-4b5b-41cd-bcaf-7489aca29a0e&pd_rd_w=rmcjv&pd_rd_wg=mSmKn&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=816NATEFQEYDRNKSDMMH&psc=1&refRID=816NATEFQEYDRNKSDMMH'}]",/Skullcandy-Personalized-Canceling-Wireless-Headphone/product-reviews/B07VP4L68P/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
